1020,i enjoy nature.,"i give credence to made up stories , choosing to accept that there is truth within them.",I like nature stories.,I like to take my pets to the park.,I love to take care of animals.,I love nature.  Nature is so dear to me that I love to care for pets.,Nature and pets are very similar in my heart.  I like caring for my pets when I am out enjoying nature.,I like to support pet shelters.
1021,i enjoy nature.,"i give credence to made up stories , choosing to accept that there is truth within them.",I love stories about big-foot and other monsters in the woods.,I like to go to the park and just chill.  I love going to the restaurants.,I love nature and try to enjoy it while I can.,I like nature food too.  Eating is one of my favorite activities.,I go to restaurants when I am on the beach.,I like nature food as well.
1022,i enjoy nature.,"i give credence to made up stories , choosing to accept that there is truth within them.",My favorite made up stories are children's fables about the wilderness and animals. There's a lot of truth buried in folk tales.,Eating salty rod shaped snacks at nature parks is one of my favorite things.,I like to eat salty rod shaped snacks at the nature preserve I go to.,When I am not at the nature preserve I like to relax with a snack.,Nature snacks are one of my favorite snacks.,I don't get to enjoy many snacks as much as I'd like because I'm so busy tending to the animals in the park.
1023,i enjoy swimming.,my spouse is a member of the military.,I think you learn a lot from those who have prior training.,I like to watch others swim.,I like to spend time at the gym.,swimming is good for your skin.  I like working out too.,I like to watch people work on their swimwear.,I don't like to swim.  I prefer to work outdoors.
1024,i enjoy swimming.,my spouse is a member of the military.,I have been swimming a lot since my husband is deployed.,I like to buy clothes with children's logos on them because sometimes they like the designs.,I'm not as athletic as my kids.,I like to take my kids to the pool.,I love swimming.  I also have a ton of kids.,I love going to the pool with my kids.
1025,i enjoy swimming.,my spouse is a member of the military.,"That's cool! I love swimming, my husband and I usually go to the beach together after work and go for a swim. What does your husband do?",I like swimming with my dog.,I like to surf with my dog when I go swimming with my friends.,I love swimming with my dog.,I like swimming with my dog.,"I need to exercise more, since I swim a lot. I also need to get a new collar because my dog jumps out when I'm out in the water."
1027,i have a very strong body.,i have a permit to hunt deer.,It takes muscles and strength to go deer hunting.,I have to work out to stay in shape.,I like to listen to music with my siblings.,"That's good, I like to listen to music and exercise. Do you have any siblings?","I think I have more muscles than muscle because I am a bigger person than most, but I'm also a stronger person than most, so I'm sure that's why.",I am more of a runner.
1028,i have a very strong body.,i have a permit to hunt deer.,"I work out so I'll be in shape for outdoor activities, like hiking, climbing and hunting.",I work out to get rid of fat.,I lift weights every morning to support my muscles.,I think it's because I workout a lot because of how my body feels.,I lift weights on my free time.,My muscles are huge because I workout every day.
1029,i have glasses.,i love to watch the voice.,I need them to watch tv. I was going crazy because I couldn't find them to watch my favorite show last night.,I like blue glasses because it looks like I'm wearing glasses.,"I like to wear blue contacts when I'm outside, or when I'm in the sun.",I like blue contacts.,I like bright colors.,I wear glasses when I play video games or work out.
1030,i have glasses.,i love to watch the voice.,I need them to see,I think post graduate students wear glasses because they think they're cool.,I think I look good with glasses.  I'm not finished with post graduate though.,I like glasses so much I bought new ones to match my new glasses.,My eyes are starting to bleed because I'm too tired to read.,I need them for my contacts.
1031,"i am an artist , i work with watercolors.",i hate christmas.,I do watercolor paintings instead of celebrating Christmas.,That must be difficult in upstate new york. I've never been to upstate new york.,"That is cool, do you do other things like paintings?","That's cool, do you work at a gallery or something? Do you do other art things?",I moved to upstate new york because I was hired for my art job in upstate new york.,"I used to paint landscapes in my spare time, but I moved to a different state and I have to do it all again now because I moved from upstate new york."
1032,"i am an artist , i work with watercolors.",i hate christmas.,I like the paintings on Christmas cards,I like to create paintings with watercolor for the art gallery I go to.,I love when I am not working and getting creative.,I like art too.  I always hope to stop working no matter how old I become.,I want to be a painter when I get older.,I love to draw and paint.  I don't want to stop working no matter how old I become.
1033,"i am an artist , i work with watercolors.",i hate christmas.,I love doing art.  However I make no money from it so I can't buy Christmas gifts.,I like to draw and paint a lot.,I like to draw before I paint.,I am not an artist but I still like to draw.,I like to draw when I am not at work.,I have never had a real job before.
1034,i work in the tech field.,i hope to move to a tropical island once i am able to stop working.,I like my job but I wish that I could retire.,"Since I work in tech, I have to eat a lot of soy products.",I think it's safe to eat soy products because of the chemicals.,I always found the taste of soy to be odd.,I work on my soy free meals.,I work in the food industry.
1035,i work in the tech field.,i hope to move to a tropical island once i am able to stop working.,"There can be so much stress from that type of work, no?","My brother is a computer programmer, and my sister is a computer engineer, so they both work in the tech field.","I worked as a tech in the past, but have moved to a more managerial or leadership position now.",I wish I had been able to meet my siblings.,I am very lucky to have them.,I am older brother and sister.
1036,i work in the tech field.,i hope to move to a tropical island once i am able to stop working.,I want to retire to a tropical island.,"I work in a tech field, but I like my job too much to quit.",I like to work with my hands.,I love working with technology.,I work from home since I get to spend a lot of time at my desk.,"I love my tech job, but it requires me to be there 24 7."
1037,i enjoy gardening.,my favorite drink is red wine.,I enjoy working on my garden in the early evening while drinking a nice glass of red wine.,I love growing strawberries.,I like growing and selling fruit.,I have been growing fruit for years.,I like to cook my own food.,I like growing fruit.
1038,i dropped out of school.,i learned to play the piano as a child.,"School isn't everything.  I'm sure you have other talents.  I'm not book smart, but I'm a wizard at the piano.",I did not get a good education.  I just sold advertising rights for a software company.,I dropped out of college and have no job.,I had to pay for my own schooling instead of taking whatever money my school gave me.,"That stinks, but I think you can do so much better than that. What do you do now, do you do for work?",I wish I had time to study as much as I can now.
1039,i dropped out of school.,i learned to play the piano as a child.,I decided to be a musician.,I got a lot of second hand embarrassment from my classmates for not caring for animals when I was out of school.,I dropped out of college and now I live on the street with animals.,"My parents got me into it, but I'm not that into it. I prefer people.","I'm not good at most things, but I like to do arts.",I dropped out of school to work on my farm animal sanctuary.
1040,i dropped out of school.,i learned to play the piano as a child.,I found most of what we had to learn so boring. Music was my real interest.,I didn't go to college because of my parents.,I'm a freeloader and I'm not getting any job.,I dropped out of college and now my freeloader at home is trying to get me to finish school.,You sound like my ex boyfriend.,"If I were to drop out of school again, it would be because of my father."
1041,i ve recently started working as a freelance designer.,i like to go to the movies.,"With the flexible schedule of a freelancer, what do you do in your spare time?",I had to quit my freelancing job to make way for more freelance work.,"If I could make enough money to support my hobbies, I would pursue them more professionally.",I don't have the time to freelance.  I'd like to be a musician.,I want to make my own music.,I wish I had a steady job.
1044,i like the pigskin sport.,my ride is a huge rig.,"When I go to football practice, I drive there in my big truck.",I prefer eating meat over football.,It's like playing football on a big field.,I like to watch games on my sofa with my family watching.,I've only really been into football recently.  My dear ones are my biggest strength and weakness.,I like to go to the football game with my kids.
1045,i like the pigskin sport.,my ride is a huge rig.,I drive my big rig to football games.,I enjoy eating meat when watching the pigskin sport.,"A football field is about the size of a football field that I play on, so I just play on the field, eating vegetables.",I don't like football.,After I ate my veggies I took a trip to the pigskin sport and I had so much fun I had to share my picture on Facebook.,I love to run and eat vegetables during football practice.
1046,i like the pigskin sport.,my ride is a huge rig.,I am also into modifying my car.,There are pigskin cars on the track.,I am the opposite of a pig fan.,I love the pigskin sport.  I'm stuck behind dozens of cars because of it.,When I am in a car in the countryside I get irritated by the same thing.,I drive to the game to watch the pigskin sport.
1047,i love music.,i like to cut hair.,I listen to a lot of music at work at the salon. I love to cut hair.,I like listening to music.  I like to listen to metal bands.,"I love listening to music, especially while I'm working.","I listen to a lot of music, but mainly hip hop and country.",I like listening to music while I work out.,I like to listen to things that have a certain sound.
1048,i love music.,i like to cut hair.,I love working with my hands.,I like music when I am in a battle.,I listen to a lot of music when I'm reading novels.,I like music too. I listen to a lot of music while I'm on the computer.,I listen to music when I'm reading novels.,I like to listen to music when I read novels.
1049,i love music.,i like to cut hair.,"I like to listen to music, but my real interests involve cosmetology.",I listen to a lot of music when I eat large meals.,I listen to a lot of music when I go to the gym.,I listen to a lot of music in my lunch break.,I listen to a lot of different kinds of music when I eat large meals.,I listen to a lot of different kinds of music.
1051,my favorite food is strawberries.,i love to go to the beach.,"I enjoy strawberries too, I like to have them when I go to the beach.",I like strawberries on my long runs.,I once accidentally ate strawberries in a mountain gym because I was afraid of tall mountains.,"I am afraid of strawberries, but I like to eat Skittles.","If I don't eat strawberries, I will die.","I like strawberries a lot, but I'm afraid of tall mountains."
1052,my favorite food is strawberries.,i love to go to the beach.,"I love strawberries, loving to eat them by the beach",strawberries are good.  I always liked them.,I like to make my own strawberries in the library.,I have strawberries in my house right now.,I love strawberries when I'm reading a good book.,I eat strawberries when I'm in a library.
1053,i travel a lot.,the smell of the ice and the coldness in the area draws me to games.,I always travel into the snowy northern states to play hockey and go skiing.,I like spending time at the pizza place.,Pizza is my favorite meal to have while traveling.,I love pizza.,I love visiting places like Pizza Hut and Dominos.,I eat pizza on the plane that I take to Europe.
1054,i travel a lot.,the smell of the ice and the coldness in the area draws me to games.,"So do I, but I want to take a break from it. I want to instead maybe travel for specific purposes than broader reasons.",I like to travel with my cat.,I like traveling with my cat.,When I'm not traveling I'm at home with my cat.,I like to travel with my pet around.,I travel with my cat to see the exotic locations.
1055,i travel a lot.,the smell of the ice and the coldness in the area draws me to games.,The last place I visited was Iceland.,Being in nature takes up a lot of walking and running.,"I like traveling, I love to run. I also like to do physical things which includes physical therapy",I travel a lot because I love to do physical things.,"I travel a lot to see different cultures, what do you do for work?",I like traveling a lot too.  I take care of my body while I travel.
1056,i really enjoy doing artistic things.,i have three sons and two daughters.,I like to teach art to my kids.,"I enjoy art too, and have been practicing for years.","I like to do art as well, but I'd like to be a doctor.","I like being an artist too, but I'm not very good at it and it takes me too much effort to be a doctor.",I like art too.  That is why I want to become a doctor.,I am currently pursuing a doctorate in art.
1057,i really enjoy doing artistic things.,i have three sons and two daughters.,"I really enjoy doing artistic things, which I like sharing with my kids.","However, I think that artistic things can be expensive.","If I'm not successful at something, I want to be creative with it.",I really like creating cartoons for a major studio.,I want to do animation for a major studio.,I like doing art too.  I want to create cartoons for a major studio.
1058,i really enjoy doing artistic things.,i have three sons and two daughters.,"I have always been somewhat of an artist myself as it embodies a sort of unchained, free essence I enjoy about myself and life.","Arts are fun to do, I enjoy painting and drawing.",I like being different and artistic.,Art is a passion of mine as well.,"I like painting too, I love it so much that I even started a new art project about it.",I draw pictures of animals in my creative juices.
1059,i have a handful of dogs.,i hate christmas.,Nobody visits me on Christmas because of that.,I don't have pets myself but I do have a dog who I take care of.,I flip burgers at Mickey Dees for a living.,I flip burgers at Mickey Dees for a living.,I flip burgers at Mickey Dees for a living.,I want to help homeless animals.
1060,i have a handful of dogs.,i hate christmas.,I have so many dogs.  They are so expensive that I can't afford Christmas presents.,"I love dogs, but I also have a hard time getting along with them.",All of my dogs listen to The Lumineers when they go to the park.,I love dogs and listen to them when I am relaxing.,I like to listen to the lumineers when I'm relaxing with my dogs.,I like to listen to the lumineers when I'm listening to the band The Lumineers.
1061,i have a handful of dogs.,i hate christmas.,"When I was young, my pet dog was hit by a car on Christmas. That's why I hate it.",My father always repaired the house for us.,"My father is a dogologist, and he told me about how houses that need repairs should have dogs.",My father can fix most of the house.,I have had to replace a lot of appliances since my father passed away when I was a teen.,My dad has a job as a dog walker.
1062,i do not eat meat.,i am a veteran.,I did not eat meat in the military.,"So I listen to smooth, calm music.","I don't eat meat either, but I do enjoy listening to smooth and calm music.","I do not eat meat either.  I do however like smooth, calm music.","I don't eat meat either, but some people are strict about it because they say it can be unhealthy.",I don't eat meat either.  I like to listen to music though.
1064,i do not eat meat.,i am a veteran.,Most veterans in the armed forces are meat eaters because we need the protein for all the physical exertion we're doing.,"I do not eat meat either, but I do enjoy watching racing.","I do not eat meat either, but I do like to exercise.","I don't eat meat either, but I do like to do research.","I eat vegetarian, but I don't enjoy the taste of meat.",I love researching cars in my free time.
1065,i am practically a chef !.,i really pound out notes on the keyboard.,I like to play the keyboard when I am not at work as a chef.,I like taking food shopping for fun at the casino.,I win a lot of money at the casino because of my skillset and often make enough for a meal.,I love it when I get to cook for my friends.  I win a lot at the casino.,I like to eat when I am not working.,I win a lot at the casino because I stay so busy I have to order food for everyone else.
1066,i am practically a chef !.,i really pound out notes on the keyboard.,I love cooking for family gatherings.  After dinner I usually entertain people on the keyboard.,Cooking is my passion too.  I love to cook and I like to share my cooking with others.,Cooking is my passion.,I like cooking for people as well.,Cooking is my passion!,I am a chef who enjoys sharing my passion.
1067,i am practically a chef !.,i really pound out notes on the keyboard.,When I am not cooking I like playing music,I am a chef who also happens to enjoy cats.,I do my dishes with my cat in the kitchen.,I have a cat that I love to cook for me.,I have a bunch of dogs too so I can cook and clean them up while I watch them.,I also love cats.
1068,i own my own business.,my favorite food is sushi.,I started a restaurant featuring foods I like.,I have a business that does sales in the cities.,"I have a business as well, but it's not very large. I mainly work out.","I've never been able to get a permit to have a business, but I can get a permit to shoot pistols.",I like running but I also like to eat.,I own a business that does not take clients.
1069,i am a creative person.,i love to perform songs of a specific genre.,Since I’m very creative I am able to perform a variety of songs in specific genres.,I like to create art with my pet.,I am a creative person with a dog.,I am a creative person and am always looking for new ideas.,When I am not writing I am volunteering.,I am creative about everything because I know what will work and what will not.
1070,i am a creative person.,i love to perform songs of a specific genre.,I create music in my spare time.,I'm not creative at all.  I'm more into naming pets.,I like to write in my free time.,I like to write about my life.  I have a couple of dogs as well.,I've never made anything of my own.  I do have a few dogs though.,I like sharing my creative ideas with my canine friend.
1071,i am a creative person.,i love to perform songs of a specific genre.,I write songs and sing them for friends and family.,"If I had a million dollars, I'd buy everyone candy.",I create candy art for friends and family.,I like creative things.,I like to create artwork with colored pencils.,I make all kinds of food for my friends.
1072,i work in retail.,i spend too much time shopping.,I am in stores all day.,I love to travel.,I like to travel a lot.,I like to travel as well.,I have to travel as much as I can.,I love to travel and go to different places.
1076,i like to listen to music.,i enjoy eating meat from cows.,I love sitting down at a restaurant and eating a good piece of steak while listening to some music.,I like to listen to music when I shop.,Sometimes I will listen to a good song while I'm shopping.,I like to listen to music in stores.,I like to listen to music while I shop.,I never really like to listen to music.  I like to be in a store all day.
1077,i like to listen to music.,i enjoy eating meat from cows.,I always eat when I listen to music.,I like to listen to music while I garden.,I listen to a lot of music.,I listen to music while I garden.,I listen to music while I garden.,I like to listen to music with my garden.
1078,i like to listen to music.,i enjoy eating meat from cows.,I like to listen to music while eating beef.,I like to listen to music while I fish.,I like to relax by taking a walk in the ocean and watching the waves.,I like to listen to music in the ocean.,I like to listen to music while I swim in the ocean.,I like to listen to music in the ocean while I am swimming.
1079,i like to listen to music.,i enjoy eating meat from cows.,My favorite hamburger restaurant plays some good music.,I love to listen to music. I am a musician.,I like to listen to music while I am showering.,I like to dance to music.,I like to listen to music with my chick.,I like to listen to music when I am cooking.
1080,i like to listen to music.,i enjoy eating meat from cows.,My favorite mealtime is eating cow meat and listening to country music.,If I don't have to work I like to relax and listen to music.,I don t have the time to sit and listen to music.,if i am not working i like to chill with music.,I like to listen to music while working.,Music can keep me going.
1081,i like the tone of cash.,i grew up in a library.,"Since the library rarely charges anyone to use its services or check out books, the library mostly made cash through late fees and charges for damaged books.",I prefer things that don't have strings attached.,I don't like cash.  It reminds me of putting on swimwear.,I wish I could gift cash to myself.,I don't like using money that I don't have to spend on clothes.  I prefer spending my money on things that make me happy.,Swimming is a fashion statement. I like to dress up in a swimwear.
1082,i like the tone of cash.,i grew up in a library.,"Everyone loves cash, we all just don't have it. I am going to the library today to get some books, do you want to come with me?",Cash is fun when I am not playing video games.,I have lots of cash because I like spending it on video games.,I don't like cash either.  I prefer video games.,Cash makes games more real.,It's fun when you're getting hard working hours and want something break from it.
1083,i like the tone of cash.,i grew up in a library.,"Money looks cool to me.  At the library I grew up in, I studied currency for fun.",Cash is nice but I prefer real currency.,Cash is something that I like to spend frivolously on.,Money is a good way to express yourself.  Especially in a novel.,"I don't like spending cash on frivolities, rather spend it on learning and gaining experience.",I like to give back to the community when I can.
1084,i have two cats.,i like to eat tune.,Feline food smells like fish.,Pets are important too.,I love my pets.,I love cats.  I try to keep them busy by feeding them treats.,I have two pets as well.  I like to help them with things.,I take care of two cats while I work as a veterinarian.
1085,my mom and dad have a degree in law.,i dislike putting on swimwear.,My parents were always too busy to take me out so I got obese.,I love my parents but there is no way I can move to a new city right now.,If they ever need to go away I will be there for them.,I heard there are a lot of lawyers in the city now that the apartment market is bad.,I went to college for criminal.,I wish they had gotten a law degree so I could have gone to school for something else.
1086,my mom and dad have a degree in law.,i dislike putting on swimwear.,"The law firm where I work always takes the employees on beach retreats, and I avoid situations where I have to wear swimwear.",I have a dog who is a law enforcement officer.,I love my pets too much to ever have to work.,It's good to be able to take care of animals for a living.,"That must be really stressful, I know my parents are lawyers and I have a masters in law. How do you cope with it?",I think most people would be happy to have a law degree because it can be very rewarding and can be used for good in the future.
1087,my mom and dad have a degree in law.,i dislike putting on swimwear.,"I typically avoided the pursuit of higher education to instead focus on hobbies, dreams or passions.",My dad works at the military's legal department.  He has a degree in law.,"My husband was in the military for life, but he retired when my mom was deployed away from home.",My husband is a lawyer.,I work out and take care of my family.  I don't have a spouse.,If my husband was in the military he wouldn't be able to afford his lawyer.
1088,i like the color red.,i talk very fast.,Ireallylikeblue.,Red is so nice that I always purchase a manicure in it to match my car.,I like to buy clothes in red.,I love the color red but also spend a lot of money on it.,If you drive a lot red will come on the outside of your car.,I like to drive a dark color car.
1089,i enjoy nature.,i have a cat.,Nature is great.  I found a cat when I was going on a walk in the woods.,I love nature and get to read a lot of books.,I like to read a lot of books.  I also like to devour them.,I like to read when I am out camping.,I like to read as well. I love to read about animals.,I like to read while I am out camping.
1090,i enjoy nature.,i have a cat.,I go on walks in nature with my pet,I like to go to the mall when I have time off work.,I like to go to the mall and walk in nature.,I like to go to the mall to see the different trails and paths that the trails have.,I have a favorite nature preserve in Maine.,I love going to the mall.
1091,i flip burgers at mickey dees for a living.,i still am staying with my mom and dad.,I have a part time job too.  I still live at my parents house because it doesn't pay a lot.,"I love the way I look and play at my job, so I'm hoping I can make enough money to move to a bigger city and have a better life.",I don't have that kind of money to spare so I don't usually have much time away from the tabletop games.,I play tabletop games with my friends and we work at mickey dees for a living.,I wish I had friends.  I'd play tabletop games with them.,I have burgers to flip so I can support my hobbies.
1092,i flip burgers at mickey dees for a living.,i still am staying with my mom and dad.,I don't have a job so I live with my mom.,That must be difficult since I'm always working.,I wish I had enough money to buy a computer.,Sometimes I get nervous when I'm working and don't have a steady hand.,I can't afford a good job so I flip burgers at home.,I flip burgers at Mickey Dees for a living but I never have any money and I can't afford internet.
1093,i flip burgers at mickey dees for a living.,i still am staying with my mom and dad.,I don't make a lot of money.,I have to make ends meet doing what I do.,I often cook different foods at the Mickey Dees for a living.,I take home a significant portion of my income from my job so it's nice to have extra cash to spend frivolously on interesting foods.,I have to pay rent too because I don't have a lot of money.,I want to be able to cook for myself so I can get back into cooking.
1094,i enjoy making other people laugh.,i love phones made by apple they are worth the money.,I like being a comedian.  I can now do it right on my expensive iphone through video recording.,It is very relaxing to watch my kittens laugh together with me.,I have an amazing sense of humor.,I like to show off my kitten collection to friends on the internet.,When I am not making people laugh I am having fun with my kittens,I'm a comedian.
1095,i enjoy making other people laugh.,i love phones made by apple they are worth the money.,I like to record my stand-up routine on my phone.,I don't think I could do that with my life being so busy.,I love science and want to be a scientist one day.,I like to laugh at science because it tests me.,I like making science friends.,I like making people laugh by using science.
1096,i enjoy making other people laugh.,i love phones made by apple they are worth the money.,My favorite part about apple phones is taking funny selfies with them to make my friends laugh.,I like to make people laugh by making fun of myself.,I am glad you enjoy my jokes. I enjoy making people laugh while my career is important.,Making other people laugh is one of my favorite things to do. It reminds me of my job.,I am no comedian.  I work in a hospital.,I like to create my own laugh tracks for my job.
1098,i love to travel.,i like gardening.,I wish I had more time to do the things I enjoy.,We also have a dog that I take out frequently.,I have one dog.  We travel with him to various pet parks around the country.,We have a dog.  It's so hard to get around but we always end up bringing our canines with us.,We have a lot of dogs in the house and when we go out to see them we bring our dogs with us.,I love traveling with my dog.
1099,i love to travel.,i like gardening.,I see a lot of amazing gardens when I travel around different places in the city.,I've been saving up for a car for a while now.,I like to travel a lot too. I also enjoy going to bars to drink before I drive.,I travel to different countries for work.,I want to travel to other countries more often.,I would love to drive up to Europe for a night but I think I'd rather spend my money on gas.
1100,baseball is the sport i enjoy the most.,i watched a total eclipsed when i was young.,"The eclipse injured my eyes and made it hard for me to see, so I'm really bad at sports, especially baseball. I've been hit in the head by plenty of baseballs I never saw coming.",I like to watch baseball while I travel.,I like to go to baseball games.,That's cool. I like to play baseball too. I don't have a lot of money but I travel a lot.,I like to go to the baseball field when I travel around the city.,I like to baseball as well.  I travel a lot so I can afford to fly.
1101,baseball is the sport i enjoy the most.,i watched a total eclipsed when i was young.,Baseball excites me.  Its almost as exciting as the eclipse I saw as a child.,"When we went to Sydney, my dad brought his family baseball.",I used to play baseball in Sydney.  We would go to baseball games together.,I went to school in Sydney and played baseball in the backyard all the time.,I play baseball in Sydney.,I visited Sydney in the summer.
1102,baseball is the sport i enjoy the most.,i watched a total eclipsed when i was young.,I am also into astronomy.,I can't wait to play baseball in the winter.,"I also enjoy hiking, but I can't hunt deer.","I don't really like baseball, but when I do play it is as a hobby.",I enjoy playing baseball and hunting deer.,I like to play baseball with my friends.  One of my friends has a permit to hunt deer.
1103,i like meat too much.,i want to be a vegetarian.,"I do too, even though I want to stop eating it. I'd rather be vegetarian.",I can't handle it if it's too expensive.,I need to stop eating so much meat and more vegetables.,I am too much of a meathead. I've become a vegetarian and fly airplanes instead.,I don't like meat that much.  I like to fly airplanes though.,I love meat too much to fly planes.
1104,i like meat too much.,i want to be a vegetarian.,Meat has been ruining my health and I need to get to eating more vegetarian.,I don't like too much meat.  I do like to cook though.,I don t eat meat because I love my two siblings.,I like to cook for my siblings.,Whenever I have extra money I buy a can of meat.,I don't like to cook for my family because it takes away from my time alone cooking and I find it difficult to socialize.
1105,i want to travel to nyc.,i am a cashier in a supermarket.,"I would like to travel to NYC, but I can never get off of my job in the supermarket.","If I can't go to NYC, I'd like to go to UFC.",If you ever get the chance get some tickets to a wrestling show.,I want to go to NYC to watch wrestling.,if i can make it to nyc i will go watch a fight.,I watch guys fighting on tv.
1106,i want to travel to nyc.,i am a cashier in a supermarket.,"I'm not sure if I'll ever be able to save enough money, though. My job doesn't pay a lot.",Shelled things are so popular in nyc because they're so expensive.,Shelled things are so popular in NYC that I always buy a large bag of them when I'm there.,I'd like to visit NYC but I hate shelled things.,"I would love to go to NYC on a shelled thing, but I can never get around shelled things because I hate them so much.",Shelled things are delicious when they are fresh.
1107,i want to travel to nyc.,i am a cashier in a supermarket.,I have been saving money for my dream trip to nyc since I started my job.,"I would love to travel to NYC, but I have to pay rent and can't because of my job.","if i go to nyc, i will be able to travel for free.","I want to travel to nyc, but I work outside on taxis.",I wouldn't even travel to NYC on a taxi.,I have a job in nyc and it pays really well.
1109,my mother tells fortunes.,i take in a lot of information.,my mother tells me about what will happen in the future.,"I remember my mother telling me that one time she saw a beer come into her house and think it was hops and barley. It was a terrible day, that's why I stopped drinking.",I would rather listen to a person who knows how to brew.,I love to tell people about how I used to live and the things I miss about it.,"In this particular case she says that I will be able to drink a beer in ten years, as I like to drink while I brew.","If you believe in a higher being, you are more likely to get lucky with a beer."
1110,my mother tells fortunes.,i take in a lot of information.,Hopefully she is telling some good ones for you!,I find pleasure in reading the fortunes my mother tells.,"If you have any medical problems or accidents involving your body or organs, the medical expert at your local hospital can help you.","She's right, because everything that happens after midnight is a great day for me.",I tell my mother sometimes.,"If you get sick or injured or suffer from illness, I will tell you what's going on."
1111,people say i have a cute laugh.,i am still in love with my ex boyfriend.,My ex used to say that about me. Pretty sure I'm still in love with him.,It's the voice. I don't know my parents very well.,I think people say that about me because I laugh so much that they think I'm their child or something.,I think my parents are weird.  I just don't know how to interact with people.,Sometimes people say that about me cause I laugh so hard at their jokes.,"I think most people think I'm cute. I don't know my parents, though."
1115,i have a time consuming commute.,i get irritated when i am stuck behind dozens of cars.,"On a good day when there's not much traffic, it takes me about sn hour. On a day with a lot of traffic it takes up to two hours.","When I am not taking road trips, I am just out for a walk.",It takes me almost an hour to drive from where I live to where I want to go.,I like to travel to other cities to see different attractions.,Do you live near the city?,I like to do road trips on weekends when I have free time.
1116,i have a time consuming commute.,i get irritated when i am stuck behind dozens of cars.,I usually hope to avoid much traffic on my way to work.,We live in the same apartment complex.,That must be tough. I've never been a car person.,I commute to and from work.,I commute from my boyfriend's job to my apartment every day.,I like to get to my job early.
1117,i have a time consuming commute.,i get irritated when i am stuck behind dozens of cars.,The traffic is the worst at specific times of day.,I always have to drive to work.,I like to save time by using the computer.,Even on the computer I have to reach for a bus stop every morning.,When I drive to work I have to get off the computer within 30 minutes.,"It can take up to an hour to get to where I live, so I have to sit in traffic."
1118,i care about the environment.,females from other countries are pretty.,I've noticed that women from countries with the cleanest air and most pristine environment tend to be the msot beautiful.,I am also a farmer and cook for my family.,I love to garden and cook when I am not working on my garden.,Cooking stews is good for the environment because it is so clean and the ingredients are easy to find.,I am a farmer.,It would be nice to have some green space for healthy foods.
1120,i care about the environment.,females from other countries are pretty.,Last year I went to an environmental symposium in europe and met a lot of attractive women.,When I am not outdoors on the weekends I like to take nature hikes.,I love to be outdoors when it's dark outside.,I love nighttime.,I like to spend time outside when the weather is cold.,I like the way the water and sky look at night.
1121,i like to party on the weekends.,i like mustard.,I like to use mustard on lunchtime hotdogs during the week at work.,I also like to watch historical films on weekends.,I am going to watch a movie about the Battle of the Bulge on the weekend.,I like to record my party on film.,I love going to different movies on the weekend.,I like to watch various historical films during the week.
1122,i like to party on the weekends.,i like mustard.,"I do really enjoy filling my weekends with partying and using mustard, which is my favorite condiment, on absolutely all my food.",I don't usually have a lot of free time so I spend a lot of time at the library.,I have to study for my tests on weekends.,"I wish I could party like that to make up for it, but I have other priorities.",I don't get to go to my parties on the weekends because I'm in school.,I prefer studying for my college applications
1123,i like to party on the weekends.,i like mustard.,Mustard is great on the hot dogs I serve at my parties.,I have a lot of friends that go to school on the weekend.,I like to go to the parties with my family.,I bring my family on the weekend parties.,I always like to do that with my family.,I don't have a lot of friends.  I also don't really party much because I don't have any.
1124,i like to party on the weekends.,i like mustard.,I love going to peoples parties on the weekends because they always have burgers and hotdogs which go well with mustard.,I always like to go to the Spanish clubs on the weekends.,I don't really like to.  I prefer to stay home and relax.,I like to travel to other countries on the weekends.,I like to celebrate with friends from Spain.,I like to go to clubs when I go to Spain.
1125,i like to party on the weekends.,i like mustard.,I like parties that start with cookouts.  Hot dogs with mustard are one of my favorite cookout foods.,I like to go to bars on the weekends.  I like to watch the best stuff on TV.,You should go to many parties.,I prefer to go out on my weekends alone.  I like to party on stuff that I really enjoy.,I don't really like to. I prefer spending time with my friends.,I like to go to bars on the weekends too. I love going out to watch football.
1126,i enjoy shopping.,i don t have children.,I love to go shopping.  It's easy when you don't have any kids to worry about.,"I was in a gang too, and we all just didn't talk to each other.",i wish i was able to shop with my sibling but we don't talk.,I used to shop with my brother but he got caught up in a gang and he doesn't talk to us anymore.,My brother joined a gang and does not talk to us.,My sister joined a gang and doesn't talk to us.
1127,i enjoy shopping.,i don t have children.,I remember shopping for school clothes.,I love walking through the woods during the summer.,I like to go to the mall when it's warm outside.,I like to go on walks in the park.,I like to walk through the woods when it's warm outside.,I like to go to the mall in early December.
1128,i lift a lot of weights.,i lift a lot at the gym.,I lift at home,I try to keep up with the times when I can.,I lift weights with my parents every day.,I've been getting better at weightlifting.,I lift weights with my parents every day.,Once a week I get to see my parents.
1129,i lift a lot of weights.,i lift a lot at the gym.,I'm trying to stay in shape and build muscle.,I also eat a lot of vegetables.,I like lifting weights vegetarian because I like to eat healthy.,I eat a lot of meat in my workouts.,I like to lift weights and eat healthy.,I don't eat meat.  I go vegan because I work out a lot.
1130,i lift a lot of weights.,i lift a lot at the gym.,Weight lifting is a favorite hobby of mine.,Being in winter weather makes me want to exercise more and more.,Weightlifting is a good exercise to help keep your mind off of things.,I try to stay active.  I need to be healthy in the winter because it gets too cold here.,I lift weights in the winter and sweat a lot in the summer.,I think that exercise makes me more healthy.
